Text,entities,entity_types,Combined
"p . 14 . http://www.intel.com/design/itanium2/manuals/25110901.pdf ( 2002 ) Retrieved 28 November 2011 Speculative execution , branch prediction , register renaming , 30 execution units , multithreading , multi-core , coarse-grained multithreading , 2-way simultaneous multithreading , Dual-domain multithreading , Turbo Boost , Virtualization , VLIW , RAS with Advanced Machine Check Architecture , Instruction Replay technology , Cache Safe technology , Enhanced SpeedStep technology Intel NetBurst ( Willamette ) 2000 20 2-way simultaneous multithreading ( Hyper-threading ) , Rapid Execution Engine , Execution Trace Cache , quad-pumped Front-Side Bus , Hyper-pipelined Technology , superscalar , out-of order NetBurst ( Northwood ) 2002 20 2-way simultaneous multithreading NetBurst ( Prescott ) 2004 31 2-way simultaneous multithreading NetBurst ( Cedar Mill ) 2006 31 2-way simultaneous multithreading Intel Core 2006 12 Multi-core , out-of-order , 4-way superscalar Intel Atom 16 2-way simultaneous multithreading , in-order , no instruction reordering , speculative execution , or register renaming Intel Atom Oak Trail 2-way simultaneous multithreading , in-order , burst mode , 512 KB L2 cache Intel Atom Bonnell 2008 SMT Intel Atom Silvermont 2013 Out-of-order execution Intel Atom Goldmont 2016 Multi-core , out-of-order execution , 3-wide superscalar pipeline , L2 cache Intel Atom Goldmont Plus 2017 Multi-core Intel Atom Tremont 2019 Multi-core , superscalar , out-of-order execution , speculative execution , register renaming Intel Atom Gracemont 2021 Multi-core , superscalar , out-of-order execution , speculative execution , register renaming Nehalem2008 14 2-way simultaneous multithreading , out-of-order , 6-way superscalar , integrated memory controller , L1/L2/L3 cache , Turbo Boost Sandy Bridge2011 14 2-way simultaneous multithreading , multi-core , on-die graphics and PCIe controller , system agent with integrated memory and display controller , ring interconnect , L1/L2/L3 cache , micro-op cache , 2 threads per core , Turbo Boost , Intel Haswell2013 14 – 19 SoC design , multi-core , multithreading , 2-way simultaneous multithreading , hardware-based transactional memory ( in selected models ) , L4 cache ( in GT3 models ) , Turbo Boost , out-of-order execution , superscalar , up to 8 MB L3 cache ( mainstream ) , up to 20 MB L3 cache ( Extreme ) Broadwell2014 14 – 19 Multi-core , multithreading Skylake2015 14 – 19 Multi-core , L4 cache on certain Skylake-R , Skylake-U and Skylake-Y models .","['Speculative execution', 'branch prediction', 'execution units', 'multithreading', 'multi-core', 'multithreading', 'simultaneous multithreading', 'multithreading', 'Turbo Boost', 'Virtualization', 'VLIW', 'Cache', 'Intel NetBurst', 'simultaneous multithreading', 'Hyper-threading', 'Cache', 'superscalar', 'NetBurst', 'simultaneous multithreading', 'NetBurst', 'simultaneous multithreading', 'NetBurst', 'simultaneous multithreading', 'Intel Core', 'Multi-core', 'superscalar', 'Intel Atom', 'simultaneous multithreading', 'speculative execution', 'Intel Atom', 'simultaneous multithreading', 'cache', 'Intel Atom', 'Bonnell', 'Intel Atom', 'Silvermont', 'Out-of-order execution', 'Intel Atom', 'Goldmont', 'Multi-core', 'out-of-order execution', 'superscalar', 'cache', 'Intel Atom', 'Goldmont Plus', 'Multi-core', 'Intel Atom', 'Tremont', 'Multi-core', 'superscalar', 'out-of-order execution', 'speculative execution', 'Intel Atom', 'Multi-core', 'superscalar', 'out-of-order execution', 'speculative execution', 'simultaneous multithreading', 'superscalar', 'integrated memory controller', 'cache', 'Turbo Boost', 'simultaneous multithreading', 'multi-core', 'cache', 'cache', 'core', 'Turbo Boost', 'SoC', 'multi-core', 'multithreading', 'simultaneous multithreading', 'transactional memory', 'cache', 'Turbo Boost', 'out-of-order execution', 'superscalar', 'cache', 'cache', 'Multi-core', 'multithreading', 'Multi-core', 'cache']","['General_Concept', 'General_Concept', 'General_Concept', 'General_Concept', 'Architecture', 'General_Concept', 'Operating_System', 'General_Concept', 'Device', 'General_Concept', 'General_Concept', 'General_Concept', 'Device', 'Operating_System', 'Operating_System', 'General_Concept', 'General_Concept', 'Device', 'Operating_System', 'Device', 'Operating_System', 'Device', 'Operating_System', 'Device', 'Architecture', 'General_Concept', 'Device', 'Operating_System', 'General_Concept', 'Device', 'Operating_System', 'General_Concept', 'Device', 'Device', 'Device', 'Device', 'General_Concept', 'Device', 'Device', 'Architecture', 'General_Concept', 'General_Concept', 'General_Concept', 'Device', 'Device', 'Architecture', 'Device', 'Device', 'Architecture', 'General_Concept', 'General_Concept', 'General_Concept', 'Device', 'Architecture', 'General_Concept', 'General_Concept', 'General_Concept', 'Operating_System', 'General_Concept', 'General_Concept', 'General_Concept', 'Device', 'Operating_System', 'Architecture', 'General_Concept', 'General_Concept', 'Device', 'Device', 'Architecture', 'Architecture', 'General_Concept', 'Operating_System', 'Operating_System', 'General_Concept', 'Device', 'General_Concept', 'General_Concept', 'General_Concept', 'General_Concept', 'Architecture', 'General_Concept', 'Architecture', 'General_Concept']","['VLIW', 'RAS', 'Advanced Machine Check Architecture', 'Cache Safe technology', 'Enhanced SpeedStep technology', 'Hyper-pipelined Technology', 'L4 cache', 'L3 cache', 'L3 cache ( Extreme )', 'Speculative execution', 'branch prediction', 'register renaming', 'execution units', 'multithreading', 'multi-core', 'coarse-grained multithreading', '2-way simultaneous multithreading', 'Dual-domain multithreading', 'Turbo Boost', 'Virtualization', 'VLIW', 'RAS with Advanced Machine Check Architecture', 'Instruction Replay technology', 'Cache Safe technology', 'Enhanced SpeedStep technology', 'Hyper-threading', 'Rapid Execution Engine', 'Execution Trace Cache', 'quad-pumped Front-Side Bus', 'Hyper-pipelined Technology', 'superscalar', 'out-of order', '4-way superscalar', 'in-order', 'no instruction reordering', 'L2 cache', '3-wide superscalar pipeline', 'SMT', 'Out-of-order execution', 'integrated memory controller', 'L1/L2/L3 cache', 'Turbo Boost Sandy Bridge2011', 'on-die graphics', 'PCIe controller', 'system agent', 'integrated memory', 'display controller', 'ring interconnect', 'micro-op cache', '2 threads per core', 'hardware-based transactional memory', 'L4 cache', 'GT3 models', 'Turbo Boost', 'out-of-order execution', 'up to 8 MB L3 cache', 'up to 20 MB L3 cache', 'Extreme', 'L4 cache on certain Skylake-R', 'Skylake-U', 'Skylake-Y models', 'Speculative execution', 'branch prediction', 'register renaming', 'execution units', 'multiread', 'coarse grained multireading', 'simultaneous multithreading multireading', 'Turbo Boost', 'Virtualization', 'VLIW', 'Instruction Reptep', 'Intel NetBurst', 'simultaneous multireading', 'Hyper threading', 'Front - Side Bus', 'supersca of order', 'NetBt', 'simultaneous multireading', 'NetBt', 'simultaneous multireading', 'Nett', 'simultaneous multireading', 'Intel Core', 'superscalar', 'Intel Atom', 'simultaneous multireading', 'speculative execution', 'register renaming', 'Intel Atom', 'simultaneous multireading', 'burst mode', 'Intel Atomell', 'SMT', 'Intel Atom Silvermont', 'Out of order execution', 'Intel Atom Goldmont', 'Multi', 'out of - order execution', 'superscalar pipeline', 'Intel Atom Goldmont Plus', 'Multi core', 'Intel', 'super', 'super execution', 'simultaneousthread', 'super cache', 'simultaneousthread']"
Computing resources are used in cloud computing to provide services through networks .,"['Computing resources', 'cloud computing']","['General_Concept', 'Architecture']","['Computing resources', 'services', 'networks', 'cloud computing']"
It defines a framework as a small set of extensible classes that define infrastructure common to most desktop applications :,"['framework', 'desktop applications']","['Architecture', 'Application']","['desktop applications', 'framework', 'framework']"
"Similarly , both hardware and software interrupts execute an interrupt service routine .","['hardware', 'interrupts', 'interrupt service routine']","['Architecture', 'Application', 'General_Concept']","['hardware', 'interrupt', 'interrupt service routine']"
"Each NOR flash cell is larger than a NANDflash cell 10F2 vs 4F2 even when using exactly the same semiconductor device fabrication and so each transistor , contact , etc .","['cell', 'cell', 'semiconductor device fabrication']","['Algorithm', 'Algorithm', 'Architecture']","['NANDflash cell', 'semi device fabrication', 'trans']"
"The concept of full virtualization is well established in the literature , but it is not always referred to by this specific term ; see platform virtualization for terminology .","['full virtualization', 'platform virtualization']","['Architecture', 'General_Concept']","['full', 'virtualization', 'virtualization']"
"In the 1990s , with the popularity of object-oriented programming , an alternative model of remote method invocation ( RMI ) was widely implemented , such as in Common Object Request Broker Architecture ( CORBA , 1991 ) and Java remote method invocation .","['object-oriented programming', 'Common Object Request Broker Architecture', 'CORBA', 'Java remote method invocation']","['Language', 'Architecture', 'Architecture', 'Language']","['Common Object Request Broker Architecture', 'CORBA', 'object - oriented programming', 'remote method', 'Common Object Request Broker Architecture', 'CORBA', 'Java', 'remote method']"
"Furthermore , these include the development of techniques for , more sensitive terahertz detection , and more effective control and manipulation of terahertz waves .","['terahertz', 'terahertz waves']","['Architecture', 'Architecture']","['terahertz', 'terahertz waves']"
"Retro Gamer included it on their list of ten essential Saturn imports , praising its "" stunning animation thanks to using the 4MB ram pack "" and opining that "" while this does suffer from lengthy loading times , it remains the best scrolling fighter on the system , just beating Taito 's delightfully odd PuLiRuLa and Capcom 's own Dynasty Warriors .","['Saturn', 'ram', 'PuLiRuLa', 'Dynasty Warriors']","['Device', 'Architecture', 'Application', 'Application']","['Saturn', 'Dynasty Warriors']"
"A typical top-down documentation tree is : manufacturer website , manufacturer marketing slides , manufacturer datasheet for the exact physical chip , manufacturer detailed reference manual that describes common peripherals and aspects of a physical chip family , ARM core generic user guide , ARM core technical reference manual , ARM architecture reference manual that describes the instruction set(s ) .",['ARM architecture'],['Architecture'],"['ARM', 'ARM core', 'ARM core', 'ARM architecture']"
Support for arcade video games was added in January 2014 and mainframe computer games in June 2017 .,"['arcade video games', 'mainframe computer']","['Application', 'Architecture']",['mainframe computer']
"The Physical Resource Inventory ( PRI ) specification of ARC 2008/761 indicates the Supernova platforms would support : IEEE 1275 OpenFirmware , platform virtualization through Logical Domains ( LDOMs ) , independent system controller ( SC ) , and Fault Management Architecture ( FMA ) Domain Services .","['IEEE 1275', 'OpenFirmware']","['Architecture', 'Architecture']","['Logical Domains', 'LDoms', 'Fault Management Architecture', 'FMA', 'IEEE 1275']"
"The first semiconductor image sensor was the charge-coupled device ( CCD ) , invented by Willard S . Boyle and George E . Smith at Bell Labs in 1969 , based on MOS capacitor technology . The NMOS active-pixel sensor was later invented by Tsutomu Nakamura 's team at Olympus in 1985 , which led to the development of the CMOS active-pixel sensor ( CMOS sensor ) by Eric Fossum 's team at the NASA Jet Propulsion Laboratory in 1993 .","['image sensor', 'charge-coupled device', 'CCD', 'NMOS', 'active-pixel sensor', 'CMOS', 'active-pixel sensor', 'CMOS sensor']","['Algorithm', 'Algorithm', 'Algorithm', 'Algorithm', 'Architecture', 'Architecture', 'Architecture', 'Architecture']","['image sensor', 'charge - coupled deviceD', 'MOS', 'NMOS', 'active - pixel sensor', 'CMOS', 'active - pixel sensor', 'CMOS sensor']"
"The topmost item in the stack is removed and the stack pointer is updated , in the opposite order of that used in the push operation .","['stack', 'stack']","['Architecture', 'Architecture']","['stack', 'stack']"
"In this technique , a table of procedure variables is defined and a global variable of this type is declared in the extended module and assigned back in the generic module :","['module', 'module']","['Architecture', 'Architecture']","['module', 'module']"
"( WAit for Interrupt , opcode ) is an instruction available on the WDC version of the 65C02 and the 65C816/65C802 microprocessors ( MPU ) that halts the MPU and places it into a semi-catatonic state until a hardware interrupt of any kind occurs .","['Interrupt', 'opcode', '65C02', 'microprocessors', 'interrupt']","['Application', 'Language', 'General_Concept', 'Architecture', 'Application']","['opcode', 'WDC', '65C02', 'interrupt']"
"The terminal emulators on most Unix-like systems — such as , for example , gnome-terminal , qterminal , xterm , and Terminal.app — do emulate physical terminals including support for escape sequences ; e.g. , xterm can emulate the VT220 and Tektronix 4010 hardware terminals . Terminals can operate in various modes , relating to when they send input typed by the user on the keyboard to the receiving system ( whatever that may be ) :","['terminal emulators', 'Unix-like systems', 'gnome-terminal', 'xterm', 'Terminal.app', 'xterm', 'VT220', 'Tektronix 4010', 'hardware', 'keyboard']","['Application', 'Operating_System', 'Language', 'Language', 'Application', 'Language', 'Device', 'General_Concept', 'Architecture', 'Device']","['terminal emulators', 'gnome-terminal', 'qterminal', 'xterm', 'Terminal.app', 'keyboard', 'terminals', 'escape sequences', 'VT220', 'Tektronix 4010', 'hardware terminals', 'receiving system', 'Unix-like systems', 'terminal emulator', 'Unix - like systems', 'gnome', 'qtermina', 'xterm', 'Terminal', 'xterm', 'VT0', 'Tektronix 4010']"
The first MOSFET ( metal – oxide – semiconductor field-effect transistor ) demonstrated by Egyptian engineer Mohamed M . Atalla and Korean engineer Dawon Kahng at Bell Labs in 1960 was an enhancement-mode silicon semiconductor device .,"['MOSFET', 'metal – oxide – semiconductor field-effect transistor', 'enhancement-mode']","['Architecture', 'Architecture', 'Algorithm']","['MOSFET', 'metal – oxide – semiconductor field - effect transistor mode', 'silicon semiconductor']"
The PA-7100LC and PA-7200 microprocessors were also based on the PA-7100 .,"['PA-7100LC', 'PA-7200', 'microprocessors']","['General_Concept', 'General_Concept', 'Architecture']","['PA', 'PA - 720', 'microro']"
"It had a 64-entry branch predictor , a 5% performance gain being attributed to it . The V80 , with μPD72691 co-FPP and μPD71101 simple peripheral chips , was used for an industrial computer running the RX-UX832 real-time UNIX operating system and a X11-R4-based windowing system . The Advanced Floating Point Processor ( AFPP ) ( μPD72691 ) is a co-processor for floating-point arithmetic operations . In 1989 , to compensate V60/V70/V80 for their fairly weak floating-point performance , NEC launched this 80-bit floating-point co-processor for 32-bit single precision , 64-bit double precision , and 80-bit extended precision operations according to IEEE 754 specifications .","['branch predictor', 'industrial computer', 'RX-UX832', 'real-time', 'UNIX operating system', 'Floating Point Processor', 'extended precision']","['General_Concept', 'Architecture', 'Operating_System', 'Operating_System', 'Application', 'General_Concept', 'Algorithm']","['RX-UX832', 'UNIX', 'branch predictor', 'real - time', 'UNIX operating system', 'windowing system Point', 'floating - point arithmetic', 'floating', 'extended precision']"
"Direct3D 10.1 introduces "" feature levels "" 10_0 and 10_1 , which allow use of only the hardware features defined in the specified version of Direct3D API . Direct3D 11 adds level 11_0 and "" 10 Level 9 "" - a subset of the Direct3D 10 API designed to run on Direct3D 9 hardware , which has three feature levels ( 9_1 , 9_2 and 9_3 ) grouped by common capabilities of "" low "" , "" med "" and "" high-end "" video cards ; the runtime directly uses Direct3D 9 DDI provided in all WDDM drivers .","['Direct3D', 'hardware', 'Direct3D', 'API', 'Direct3D', 'Direct3D', 'API', 'Direct3D', 'hardware', 'Direct3D', 'WDDM']","['Application', 'Architecture', 'Application', 'General_Concept', 'Application', 'Application', 'General_Concept', 'Application', 'Architecture', 'Application', 'Device']","['video cards', 'Direct3D', 'Direct3D', 'API', 'Direct3D', 'Direct3D', 'API', 'Direct3D', 'video', 'runtime', 'Direct3D']"
"The underlying operating system is NOS 2.8.7 , the final release of the NOS operating system , by permission of Syntegra ( now British Telecom [ BT ]  ) , which had acquired the remainder of CDC 's mainframe business .",['mainframe'],['Architecture'],"['operating system', 'NOS', 'NOS', 'operating system', 'mainframe']"
The mainframe computing era enabled business growth to be untethered from the number of employees needed to process transactions manually .,['mainframe computing'],['Architecture'],['mainframe computing']
"When a communications link must span a larger distance than existing fiber-optic technology is capable of , the signal must be regenerated at intermediate points in the link by optical communications repeaters .","['fiber-optic technology', 'optical communications repeaters']","['Architecture', 'Protocol']","['fiber - optic technology', 'optical communications repeaters']"
"The btrfs filesystem can span multiple devices of different sizes , including RAID 0/1/10 configurations , storing 1 to 4 redundant copies of both data and metadata .","['btrfs', 'RAID']","['Operating_System', 'Architecture']","['btrfs', 'filesystem', 'RAID']"
"CONFIG.SYS is the primary configuration file for the DOS and OS/2 operating systems . It is a special ASCII text file that contains user-accessible setup or configuration directives evaluated by the operating system 's DOS BIOS ( typically residing in IBMBIO.COM or IO.SYS ) during boot . CONFIG.SYS was introduced with DOS 2.0 . The directives in this file configure DOS for use with devices and applications in the system . After processing the CONFIG.SYS file , DOS proceeds to load and execute the command shell specified in the SHELL line of CONFIG.SYS , or COMMAND.COM if there is no such line . In fact , these will either define some tunable parameters often resulting in reservation of memory , or load files , mostly device drivers and terminate-and-stay-resident programs ( TSRs ) , into memory . In DOS , CONFIG.SYS is located in the root directory of the drive from which the system was booted . The filename is also used by ( DCP ) , an MS-DOS derivative by the former East-German VEB Robotron . Some versions of DOS will probe for alternative filenames taking precedence over the default CONFIG.SYS filename if they exist : While older versions of Concurrent DOS 3.2 to 4.1 did not support CONFIG.SYS files at all , later versions of Concurrent DOS 386 and Concurrent DOS XM , as well as Multiuser DOS , System Manager and REAL/32 will probe for CCONFIG.SYS ( with "" C "" derived from "" Concurrent "" ) instead of CONFIG.SYS . Some versions of MultiuserDOS use a filename of CCONFIG.INI instead , whereas REAL/32 is known to look for MCONFIG.SYS . These operating systems support many additional and different configuration settings ( like INIT_INSTALL ) not known under MS-DOS/PCDOS , but they are stored in the binary repository named CCONFIG.BIN rather than in CCONFIG.INI . Since DRDOS6.0 this was used in conjunction with disk compression software , where the original boot driveC : would become driveD : after loading the compression driver ( and the "" D "" in the file name came in handy as well ) , but it is commonly used to help maintain multiple configuration files in multi-boot scenarios . For example , with SYS /L /DR:703 the written Volume Boot Record would look for a renamed and modified IBMBIO.703 system file ( instead of the default IBMBIO.COM ) and the IBMBIO.703 would look for IBMDOS.703 and [D]CONFIG.703 ( instead of IBMDOS.COM and [D]CONFIG.SYS ) , so that multiple parallel sets of files can coexist in the same root directory and be selected via a boot-loader like LOADER , supplied with Multiuser DOS and DR-DOS 7.02/7.03 . The SHELL directive is enhanced to provide means to specify alternative AUTOEXEC.BAT files via /P[:filename.ext] and in this specific scenario , COMMAND.COM will accept file extensions other than "" .BAT "" as well ( both features are also supported by 4DOS ) . Under DRDOS6.0 and higher , the CONFIG.SYS directive CHAIN = filespec can be used to continue processing in the named file , which does not necessarily need to reside in the root directory of the boot drive . DR-DOS 7.03 and higher support a new SYS /A parameter in order to copy the corresponding CONFIG.SYS and AUTOEXEC.BAT files along with the system files . FreeDOS implements a similar feature with its FDCONFIG.SYS configuration file . PTS-DOS uses CONFIG.PTS . Both CONFIG.SYS and AUTOEXEC.BAT can be found included in the root folder of Windows 95 , and Windows 98 boot drives , as they are based on DOS . Windows ME does not even parse the CONFIG.SYS file during the Windows boot process , loading environment variables from the Windows Registry instead : Under FlexOS , CONFIG.SYS is a binary file defining the resource managers and device drivers loaded . ( Under MS-DOS/PCDOS the inline-comment is not ignored if put in double-quotes . ) ( FreeDOS does not support optional messages , but optional conditions in conjunction with boot menus defined with and . ) ( DOS 6.0 and higher supports a similar feature by adding a after the corresponding CONFIG.SYS directive , f.e. Configures which drives should store file access date stamps in the reserved area of directory entries in FAT file systems . Changes internal default serial device driver ( to ) for device . Loads base device driver into memory . Specifies operating system to be booted . Same as , but explicitly loads buffers into HMA or UMB ( like under DR DOS 6.0 and higher ) . Similar to under DOS , loads programs in CONFIG.SYS . Similar to under OS/2 , but runs in foreground and halts CONFIG.SYS processing until return . Specifies the name of the CD-ROM hardware driver . Continues CONFIG.SYS processing in new file and ( since DR-DOS 7.02 ) at optional label . Defines count and logical order and configures I/O address and timeout for COM1 : device . Defines count and logical order and configures I/O address and timeout for COM2 : device . Defines count and logical order and configures I/O address and timeout for COM3 : device . Defines count and logical order and configures I/O address and timeout for COM4 : device . Loads a device driver into memory . Loads a device driver into upper memory . Configures country and codepage information for KBD , SCR , LPT1 , LPT2 , LPT3 devices . Specifies whether to load DOS into the high memory area and/or use upper memory . Specifies whether to load DOS tables ( , , , , ) into upper memory . Specifies alternative path to search for DOS files . Works considerably differently from the external MS-DOS/PCDOS FASTOPEN driver . Specifies the number of cached FCBs that can be opened at once . ( Under DR-DOS , and dynamically share the same internal buffer . ) Same as , but explicitly loads FCBs into upper memory . Waits for key ( or timeout ) and sets error level to its ASCII code ( or 1024 on timeout ) . Installs a TSR program into memory , like , but installs after the DOS data segment relocation . Loads installable file systems . Specifies programs ( which would normally run at the CPU 's IOPL ring 3 ) which should be allowed to run at ring 2 in order to directly access the hardware for I/O . ( Can be emulated using and under DR-DOS . ) ( Same as in DR DOS 5.0 . )","['configuration file', 'DOS', 'OS/2', 'operating systems', 'ASCII text file', 'operating system', 'DOS', 'BIOS', 'DOS', 'DOS', 'DOS', 'COMMAND.COM', 'device drivers', 'DOS', 'root directory', 'DOS', 'Concurrent DOS', 'Concurrent DOS 386', 'Concurrent DOS XM', 'Multiuser DOS', 'REAL/32', 'REAL/32', 'operating systems', 'configuration files', 'Volume Boot Record', 'root directory', 'Multiuser DOS', 'COMMAND.COM', '4DOS', 'root directory', 'FreeDOS', 'configuration file', 'PTS-DOS', 'root folder', 'DOS', 'Windows Registry', 'FlexOS', 'device drivers', 'FreeDOS', 'DOS', 'FAT file systems', 'device driver', 'device driver', 'operating system', 'DOS', 'DOS', 'OS/2', 'hardware driver', 'I/O address', 'COM1', 'I/O address', 'COM2', 'I/O address', 'COM3', 'I/O address', 'COM4', 'device driver', 'device driver', 'LPT1', 'LPT2', 'LPT3', 'DOS', 'DOS', 'DOS', 'FASTOPEN', 'FCBs', 'FCBs', 'ASCII code', 'DOS', 'installable file systems', 'IOPL', 'ring 3', 'ring 2', 'DOS']","['Protocol', 'Device', 'Application', 'General_Concept', 'Protocol', 'General_Concept', 'Device', 'Operating_System', 'Device', 'Device', 'Device', 'Operating_System', 'Application', 'Device', 'Application', 'Device', 'Operating_System', 'Operating_System', 'Operating_System', 'Operating_System', 'Operating_System', 'Operating_System', 'General_Concept', 'Protocol', 'Device', 'Application', 'Operating_System', 'Operating_System', 'Application', 'Application', 'Application', 'Protocol', 'Operating_System', 'Application', 'Device', 'Protocol', 'Operating_System', 'Application', 'Application', 'Device', 'Application', 'Application', 'Application', 'General_Concept', 'Device', 'Device', 'Application', 'Application', 'Architecture', 'Architecture', 'Architecture', 'Device', 'Architecture', 'Device', 'Architecture', 'Device', 'Application', 'Application', 'Device', 'Device', 'Device', 'Device', 'Device', 'Device', 'Application', 'Operating_System', 'Operating_System', 'Protocol', 'Device', 'Application', 'Device', 'Operating_System', 'Operating_System', 'Device']","['HMA', 'UMB', 'COM1', 'COM2', 'COM3', 'COM4', 'KBD', 'SCR', 'LPT1', 'LPT2', 'LPT3', 'LPT4', 'configuration', 'setup', 'configuration directives', 'operating system', 'device drivers', 'resource managers', 'serial device driver', 'device driver into memory', 'device driver into upper memory', 'TSR program', 'programs', 'I/O', 'IOPL ring 3', 'ring 2', 'DOS', 'OS/2', 'DR-DOS', 'PTS-DOS', 'Windows', 'FlexOS', 'MS-DOS', 'DR DOS', 'configuration file', 'DOS', 'OS / 2', 'operating systems', 'ASCII text file', 'operating system', 'DOS', 'BIOS', 'DOS', 'DOS', 'DOS', 'COMMAND . COM', 'device drivers', 'DOS', 'root directory', 'DOS', 'DOS', 'Concurrent DOS', 'Concurrent DOS 386', 'Concurrent DOS XM', 'Multiuser DOS', 'REAL / 32', 'R', 'operating systems', 'DOS']"
