Text,entities,entity_types,Combined
"As with previous optical disc formats , HD DVD supports several file systems , such as ISO 9660 and Universal Disk Format ( UDF ) .",['optical disc'],['Device'],"['HD DVD', 'optical disc']"
In ZorkIII the player character gathers the garb of the Dungeon Master to become his successor .,['Dungeon Master'],['Device'],"['Dungeon Master', 'Dungeon Master']"
"At the time of the PlayStation Minis release , Tatem Games was working on a high-resolution version of the game for iPad , while Menshikov stated that Beatshapers was considering releasing the game for Nintendo 3DS and Android .","['PlayStation Minis', 'iPad']","['Device', 'Device']","['PlayStation Minis', 'PlayStation Mini', 'iPad']"
The DOS ROM was selected between address C000-DFFF and was also mapped over address DD0-DDF of the basic ROM .,"['ROM', 'ROM']","['Device', 'Device']","['ROM', 'DOS', 'ROM', 'ROM']"
The - Abacus - is a IBM PC compatible machine released in 1985 booting MS-DOS 2.11 from 64KB ROM .,['ROM'],['Device'],"['ROM', 'IBM PC', 'ROM']"
Specifies programs ( which would normally run at the CPU 's IOPL ring 3 ) which should be allowed to run at ring 2 in order to directly access the hardware for I/O .,['IOPL'],['Device'],"['IOPL', 'IOPL']"
"After Plasma Active sponsor Coherent Theory ( under the Make·Play·Live brand ) had given up their ambitions to release a tablet computer , Blue Systems emerged as a new sponsor in 2015 and shifted the focus of Plasma 's handheld work towards smartphones .",['tablet computer'],['Device'],"['tablet computer', 'smartphones', 'tablet computer']"
Good and Evil witches can each build a - Throne of Light - and - Throne of Darkness - respectively .,['witches'],['Device'],"['Throne of Light', 'Throne of Darkness', 'witches']"
The 1st generation Apple Watch ( colloquially referred to as Series 0 ) uses the single-core S1 system-on-chip .,['S1'],['Device'],"['Apple Watch', 'S1']"
"DVB-S ( SHF ) uses QPSK , 8-PSK or 16-QAM .",['16-QAM'],['Device'],"['DVB-S', '16 - QAM']"
It was originally introduced as the IBM Instruments Computer System Model 9000 in May 1982 .,['IBM Instruments Computer System'],['Device'],"['IBM Instruments Computer System', 'IBM Instruments Computer System Model 9000']"
There were 31 games available to purchase at the time of the Wii U eShop 's closure .,['Wii U'],['Device'],"['Wii U', 'Wii U']"
Macintosh Performa 5200CD : The Power Macintosh 5200 LC with a 790 MB or 1 GB hard drive .,"['Macintosh Performa', 'Power Macintosh', 'LC']","['Device', 'Device', 'Device']","['Macintosh Performa 5200CD', 'Power Macintosh 5200 LC', 'Macintosh Performa', 'Power Macintosh', 'LC']"
"In part to compensate for the lower polygon counts on the characters , a new form of dynamic lighting incorporating Gouraud shading was added to the Saturn version .",['Saturn'],['Device'],"['Saturn', 'Saturn']"
It was produced by Frogpad Inc .,['Frogpad'],['Device'],"['Frogpad', 'Frogpad']"
"IBM turned to Microsoft instead , and Microsoft delivered PC DOS based on 86-DOS .",['DOS'],['Device'],"['86-DOS', 'DOS']"
"Valve was able to fulfill all reservations by October 2022 , opening the Steam Deck to purchase without reservation , though Valve tentatively will return to a reservation system should demand be too high .",['Steam Deck'],['Device'],"['Steam Deck', 'Steam Deck']"
This created an opportunity for other manufacturers to sell plug compatible disk drives for use with IBM computers and an entire industry was born .,"['plug compatible', 'disk drives']","['Device', 'Device']","['disk drives', 'plug compatible', 'disk drives']"
"Retailers for the GP2X Wiz stated that they planned to begin shipping the GP2X Wiz as soon as October 8 , 2008 . , retailers are listing the price of the Wiz at US $179.99 .","['GP2X Wiz', 'GP2X Wiz']","['Device', 'Device']","['GP2X Wiz', 'GP2X Wiz', 'GP2X Wiz']"
"Aggregating review websites GameRankings and Metacritic gave the PlayStation 2 version 85% based on 57 reviews and 85/100 based on 49 reviews , the PC version 82% based on 44 reviews and 85/100 based on 25 reviews the Xbox 360 version 69% based on 32 reviews and 66/100 based on 25 reviews .",['PlayStation 2'],['Device'],"['PlayStation 2', 'PlayStation 2']"
Mobiola Snapshot allows to make snapshots of BlackBerry screen in most applications .,['Mobiola'],['Device'],"['BlackBerry', 'screen']"
"After 3BSD ( see below ) had come out for the VAX line of computers , new releases of 2BSD for the PDP-11 were still issued and distributed through USENIX ; for example , 1982 's 2.8.1BSD included a collection of fixes for performance problems in Version 7 Unix , and later releases contained ports of changes from the VAX-based releases of BSD back to the PDP-11 architecture .","['VAX', 'PDP-11', 'PDP-11']","['Device', 'Device', 'Device']","['PDP-11', 'VAX', 'PDP - 11', 'PDP - 11']"
"The phones became Google 's fastest-selling Pixel devices , allowing the company to become the fifth-largest smartphone manufacturer in North America and the United Kingdom during the first quarter of 2022 .",['Pixel'],['Device'],"['Pixel', 'Pixel']"
Announced by Microsoft at E3 2018.AnacondaXbox Series XSuccessor to Xbox One .,['Xbox One'],['Device'],"['Xbox One', 'Xbox One']"
"It was initially an incomplete implementation of the 1978 American National Standards Institute ( ANSI ) minimal BASIC standard with integer arithmetic only , termed 4K BASIC ( for its ROM size ) for the ZX80 .",['ROM'],['Device'],"['ROM', 'ROM']"
"Instead of remastering any single version of the game , PowerSlave Exhumed combines various gameplay , visual and level design elements from the PlayStation , Saturn , and DOS versions of the original , alongside graphical enhancements such as support for higher resolutions , anti-aliasing , and visual CRT emulation .","['PlayStation', 'Saturn', 'CRT']","['Device', 'Device', 'Device']","['PlayStation', 'Saturn', 'PlayStation', 'Saturn', 'DOS']"
"Neither the Jaz drive nor the REV drive copied the IBM 3340 in making the heads a part of the cartridge , although the REV drive moved the motor into the cartridge — which the IBM 3340 had not done .","['Jaz drive', 'REV drive', 'REV drive']","['Device', 'Device', 'Device']","['Jaz drive', 'IBM 3340', 'Jaz drive']"
"MK-DOS was one of the most widespread operating systems for Elektronika BK personal computers , developed by Mikhail Korolev and Dmitriy Butyrskiy from 1993 .","['MK-DOS', 'Elektronika BK']","['Device', 'Device']","['Elektronika BK', 'Elektronika BK']"
"One of the more famous examples that is often found in discussions of early systems is the Atlas Supervisor , running on the Atlas in 1962 .",['Atlas'],['Device'],"['Atlas Supervisor', 'Atlas', 'Atlas']"
"Dancing Stage Max was released on November 25 , 2005 , by Konami to the European PlayStation 2 gaming audience .","['Dancing Stage Max', 'PlayStation 2']","['Device', 'Device']","['PlayStation 2', 'Dancing Stage Max', 'PlayStation 2']"
"Standard-definition television ( SDTV , SD , often shortened to standard definition ) is a television system which uses a resolution that is not considered to be either high or enhanced definition .","['Standard-definition television', 'SDTV', 'standard definition', 'high']","['Device', 'Device', 'Device', 'Device']","['Standard-definition television', 'SDTV', 'SD', 'standard definition', 'Standard - definition television', 'SDTV', 'standard definition', 'enhanced']"
"Later Japanese floppy drives incorporated support for both high-density formats ( as well as the double-density format ) , hence the name 3mode .",['floppy drives'],['Device'],"['floppy drives', 'floppy drives']"
"A sequel titled Xyanide : Resurrection was released for the PC , PlayStation 2 and PlayStation Portable in 2007 .",['PlayStation 2'],['Device'],"['PlayStation 2', 'PlayStation 2']"
"Similar , the 5.25-inch floppy drives of the Victor 9000 aka Sirius 1 , designed by Chuck Peddle in 1981/1982 , used a combination of ten-bit GCR and constant bit-density recording by gradually decreasing a drive 's rotational speed for the outer tracks in nine zones ( a form of zoned constant linear velocity ( ZCLV ) ) while increasing the number of sectors per track ( a variant of zone bit recording ( ZBR ) ) to achieve formatted capacities of 606kB ( single sided ) / kB ( double-sided ) on 96 tpi media .","['floppy drives', 'GCR', 'constant bit-density']","['Device', 'Device', 'Device']","['floppy drives', 'floppy drives', 'GCR', 'constant bit - density recording', 'constant linear velocity']"
"Retro Studios , which developed previous Metroid Prime games , was unable to develop Metroid Prime Hunters because it was already working on a game .",['Metroid Prime'],['Device'],"['Metroid Prime Hunters', 'Metroid Prime']"
"When a jumper is placed over two or more jumper pins , an electrical connection is made between them , and the equipment is thus instructed to activate certain settings accordingly .","['jumper', 'jumper']","['Device', 'Device']","['jumper', 'jumper', 'jumper']"
"JP Segagagaセガガガ Sega Sega Parody DC JRPG JP Shadow Heartsシャドウハーツ Sacnoth AruzeMidway Fantasy PS2 JRPG Shadow Hearts JP Star Ocean : Blue Sphere tri-Ace Enix Sci-Fi GBC JRPG Star Ocean JP Summon Night 2 Flight-Plan Banpresto Steampunk GBC Tactical RPG Summon Night JP Super Robot Wars Advance Banpresto Banpresto Sci-Fi GBA Tactical RPG Super Robot Wars JP Super Robot Wars Alpha Gaiden Banpresto Banpresto Sci-Fi PS1 Tactical RPG Super Robot Wars JP Super Tokusatsu Taisen 2001 Japan Art Media Banpresto Sci-Fi PS1 Tactical RPG JP Tactics Ogre : The Knight of Lodis Quest Atlus Fantasy GBA Tactical RPG Ogre Battle JP Tear Ring Saga : Yutona Eiyū Senkiティアリングサーガ ユトナ英雄戦記 Tirnanog Enterbrain Sc-Fi PS1 Tactical RPG Tear Ring Saga JP Tsugunai : Atonement Cattle Call Atlus Fantasy PS2 JP Volfoss Namco Namco FantasySurreal PS1 Tactical RPG JP Wizardry : Tale of the Forsaken Land Racjin Atlus , Ubisoft Fantasy PS2 WRPG Wizardry JP Zone of the Enders : The Fist of Mars KonamiSunrise Konami Fantasy GBA Tactical RPG JP Avernum Spiderweb Spiderweb Fantasy MACWIN Tactical RPG Avernum NA Avernum 2 Spiderweb Spiderweb Fantasy MACWIN Tactical RPG Avernum NA Baldur 's Gate Graphsim Graphsim Fantasy MAC ( Port ) WRPG Baldur 's Gate ; Infinity Engine ; Dungeons & Dragons franchise NA Baldur 's Gate II : Shadows of Amn BioWareBlack Isle Interplay Fantasy WIN WRPG Baldur 's Gate ; Infinity Engine ; Dungeons & Dragons franchise NA Baldur 's Gate II : Shadows of Amn – Collector 's Edition BioWareBlack Isle Interplay Fantasy WIN ( Limit ) WRPG Baldur 's Gate ; Infinity Engine ; Dungeons & Dragons franchise NA Baldur 's Gate Double Pack BioWare Interplay Fantasy WIN ( Comp ) WRPG Baldur 's Gate ; Infinity Engine ; Dungeons & Dragons franchise NA Baldur 's Gate : The Original Saga BioWare Interplay Fantasy WIN ( Comp ) WRPG Baldur 's Gate ; Infinity Engine ; Dungeons & Dragons franchise NA Blizzard Anthology Blizzard Blizzard Fantasy WIN ( Comp ) Action RPGRoguelike Compilation of Diablo , StarCraft and WarCraft II NA Card of Destiny Digianime Digianime Fantasy Cards of Destiny JP Castle Fantasia 2 : Seima Taisen Studio E-Go !","['Super Robot Wars Advance', 'Tactics Ogre : The Knight of Lodis', 'Wizardry', 'Zone of the Enders : The Fist of Mars']","['Device', 'Device', 'Device', 'Device']","['GBC', 'PS2', 'PS1', 'GBA', 'GBC', 'PS1', 'Tactics Ogre : The Knight of Lodis', 'Wizardry', 'Zone of the Enders : The Fist of Mars']"
"In Windows ME , DVD Player supports software-based MPEG decoders .","['Windows ME', 'DVD Player']","['Device', 'Device']","['Windows ME', 'Windows ME', 'DVD Player']"
WatchKit contains all the classes that a WatchKit extension uses to develop an application .,"['WatchKit', 'WatchKit']","['Device', 'Device']","['WatchKit', 'WatchK', 'WatchK']"
RuBee is in use today in many high security applications for these reasons .,['RuBee'],['Device'],"['RuBee', 'RuBee']"
"Game Boy cartridges used a chip called MBC ( Memory Bank Controller ) , which not only offered ROM bank switching , but also cartridge SRAM bank switching , and even access to such peripherals as infrared links or rumble motors .",['ROM'],['Device'],"['Game Boy', 'Game Boy', 'ROM']"
"The console would most often display the A> prompt , to indicate the current default disk drive .",['console'],['Device'],"['disk drive', 'console']"
"In X-Men : Second Coming , X-Force travels to the Days of Future Past timeline where there are two Master Molds , one of them producing Nimrods and another one protecting the first Master Mold .",['X-Men'],['Device'],"['Master Molds', 'Master Mold', 'X - Men']"
"Built with complementary metal oxide semiconductor ( CMOS ) technology , the IBM 386SLC had a 161-square millimeter die .","['CMOS', 'IBM 386SLC']","['Device', 'Device']","['IBM 386SLC', 'CMOS', 'IBM 386SLC']"
"It was written in pure Java , supported DCOM and CORBA , and was an object – relational database .",['Java'],['Device'],"['Java', 'Java']"
"The January 1974 Users Manual called it - the first of a new generation of mini-computer whose principal feature is its very low cost , - and said , - MICRAL 's principal use is in process control .",['MICRAL'],['Device'],"['MICRAL', 'MICRAL']"
OS/2 MVDMs are considerably more powerful than NTVDM .,['MVDMs'],['Device'],"['NTVDM', 'MVDM']"
"Subwoofer enclosures come in a variety of designs , including bass reflex ( with a port or vent ) , using a subwoofer and one or more passive radiator speakers in the enclosure , acoustic suspension ( sealed enclosure ) , infinite baffle , horn-loaded , tapped horn , transmission line , bandpass or isobaric designs .","['Subwoofer enclosures', 'enclosure', 'enclosure', 'horn-loaded', 'isobaric']","['Device', 'Device', 'Device', 'Device', 'Device']","['Subwoofer enclosures', 'Subwoer enclosure']"
"Avalon Hill 's 1982 release Legionaire for the Atari 8-bit was a real-time wargame of Romans versus Barbarians with game play reminiscent of the current real-time tactics template , called by one review a - real-time simulation of tactical combat - .",['Atari 8-bit'],['Device'],"['Atari 8-bit', 'Atari 8 - bit']"
"After processing the CONFIG.SYS file , DOS proceeds to load and execute the command shell specified in the SHELL line of CONFIG.SYS , or COMMAND.COM if there is no such line .",['DOS'],['Device'],"['DOS', 'DOS']"
"Metal Warriors garnered positive reception upon its release from critics , who praised various aspects of the title such as its presentation , visuals , gameplay and multiplayer but some of the reviewers felt divided in regards to the difficulty , sound design and lack of passwords for game saves , while many also drew comparison with Cybernator due to its similar mechanics .",['Metal Warriors'],['Device'],"['Metal Warriors', 'Metal Warriors']"
"IceTV delivers a curated , 7 day electronic program guide ( EPG ) for Australian free-to-air TV , which is provided as a feed to IceTV ’s compatible recording devices or to EPG aggregators for on-sale to their customers .","['IceTV', 'electronic program guide', 'EPG', 'IceTV', 'EPG']","['Device', 'Device', 'Device', 'Device', 'Device']","['EPG aggregators', 'IceTV', 'electronic program guide', 'EPG', 'IceTV', 'EPG']"
"The first stage , completed in 1970 , was used to manufacture slide projectors , studio flash systems and , later on , the Rolleimat Universal enlarger .",['slide projectors'],['Device'],"['slide projectors', 'slide projectors']"
to support fast loaders .,['fast loaders'],['Device'],"['fast loaders', 'fast loaders']"
"Konami explained that the game would use Upper Deck 's - VS System - rules and would be available for the DS , PSP , and PC consoles .",['DS'],['Device'],"['DS', 'PSP', 'DS']"
Various microphones are available for use on the PlayStation 2 with rhythm games such as Sony 's own Singstar karaoke games and Harmonix 's Rock Band series .,"['PlayStation 2', 'Singstar']","['Device', 'Device']","['PlayStation 2', 'PlayStation 2']"
".. C:\user\docs\Letter.txtA:Picture.jpg\\SERVER01\USER\docs\Letter.txt Microsoft Windows cmd.exe \ ( relative to current working directory root ) or [drive_letter]:\or \\[server]\[sharename]\or \\?\[drive_spec]:\or \\?\UNC\[server]\[sharename]\or \\.\[physical_device]\Naming Files , Paths , and Namespaces / or \,",['cmd.exe'],['Device'],"['drive_letter', 'cmd . exe']"
"Originally , the most basic polymer OLEDs consisted of a single organic layer .",['OLEDs'],['Device'],"['OLEDs', 'OLEDs']"
"Following a three-year long early access beta phase , it was released for Linux , macOS , and Windows in September 2018 , for PlayStation 4 , Xbox One , and Nintendo Switch in July 2020 , for Xbox Series X/S in November 2020 , for Amazon Luna in November 2020 , and for PlayStation 5 in June 2021 .","['Xbox One', 'Xbox Series X/S', 'PlayStation 5']","['Device', 'Device', 'Device']","['Xbox Series X/S', 'PlayStation 5', 'Xbox One', 'Xbox One', 'Xbox Series X / S', 'PlayStation 5']"
"The second exploit revealed by Project Zero runs as an unprivileged Linux process on the x86-64 architecture , exploiting the row hammer effect to gain unrestricted access to all physical memory installed in a computer .",['x86-64'],['Device'],"['x86-64 architecture', 'x86 - 64']"
"IBM FlashSystem products were first made generally available on April 11 , 2013 , in conjunction with the announcement of a US$1 billion investment in flash optimization research and development .",['IBM FlashSystem'],['Device'],"['FlashSystem', 'IBM FlashSystem']"
"The console can play Blu-ray Disc , and overlay live television programming from an existing set-top box or a digital tuner for digital terrestrial television with an enhanced program guide .",['program guide'],['Device'],"['set-top box', 'digital tune', 'program guide']"
"Devices with Thunderbolt 3 ports began shipping at the beginning of December 2015 , including notebooks running Microsoft Windows ( from Acer , Asus , Clevo , HP , Dell , Dell Alienware , Lenovo , MSI , Razer , and Sony ) , as well as motherboards ( from Gigabyte Technology ) , and a 0.5 m Thunderbolt 3 passive USB-C cable ( from Lintes Technology ) .",['motherboards'],['Device'],"['motherboards', 'notebook', 'motherboards']"
"Reviewing the 3DO version , Electronic Gaming Monthlys team of four reviewers criticized that load times are frequent , it is easy to get lost , and that the puzzles are often obscure or even do n't make sense .",['3DO'],['Device'],"['3DO', '3DO']"
"In the same month , Infogrames announced that Stuntman and Test Drive would be re-released under Sony 's Greatest Hits range , with Stuntman releasing in June , a year after its initial release .",['Greatest Hits'],['Device'],"['Test Drive', 'Greatest Hits']"
"In 1915 , John Renshaw Carson formulated the first mathematical description of amplitude modulation , showing that a signal and carrier frequency combined in a nonlinear device creates a sideband on both sides of the carrier frequency .",['amplitude modulation'],['Device'],"['amplitude modulation', 'amplitude modulation']"
"Such methods either store the additional information in extra files and directories ( classic Mac OS and macOS ) , or give new semantics to previously unused fields of the FAT on-disk data structures ( OS/2 and Windows NT ) .",['Windows NT'],['Device'],"['Windows NT', 'Windows NT']"
OLED displays can also be made transparent and/or flexible and these transparent panels are available on the market and are widely used in smartphones with under-display optical fingerprint sensors .,['OLED displays'],['Device'],"['OLED displays', 'smartphones', 'OLED displays']"
"10/2011 Win7 Pro x64 10.5.2 AJA Video Systems Kona 3G Support , RED Epic support .",['Win7'],['Device'],"['RED Epic', 'Win7']"
"Critics praised the visual presentation of the game , with Nick Roberts of Total Game Boy complimenting the - detailed graphics - and - bright colourful levels - .",['Game Boy'],['Device'],"['Game Boy', 'Game Boy']"
"At one point following the 5200 's release , Atari planned a smaller , cost-reduced version of the Atari 5200 , which removed the controller storage bin .",['controller'],['Device'],"['Atari 5200', 'controller']"
"Criticom is a 3D fighting video game developed by Kronos Digital Entertainment and originally released in November 1995 in the USA , March 1996 in Europe and October in Japan by Vic Tokai for the PlayStation .",['PlayStation'],['Device'],"['PlayStation', 'PlayStation']"
This is accessible only by formatting a floppy as an - MS-DOS startup disk - .,['floppy'],['Device'],"['disk', 'floppy']"
"Cyber Sub-Zero and Quan Chi are secret characters in the original PlayStation 3 and Xbox 360 versions , however they are unlocked in the Komplete Edition .",['original PlayStation'],['Device'],"['Xbox 360', 'original PlayStation']"
"Shortly after the release of Nintendo Switch Online in September 2018 , hackers and modders were able to figure out how to run unauthorized ROMs on the Nintendo Switch NES emulator .","['ROMs', 'Nintendo Switch']","['Device', 'Device']","['ROMs', 'Nintendo Switch']"
"A switch on the pack of the non-USB pad could be used to allow the pad to function as a standard analog four-button pad ; otherwise , games could not detect the gamepad unless they were coded with the device in mind ( DOS ) or a specific driver was installed ( Windows ) .",['gamepad'],['Device'],"['gamepad', 'gamepad', 'DOS']"
"The O mode , which appeared in Gran Turismo 4 , is absent in Tourist Trophy .","['O', 'Gran Turismo 4']","['Device', 'Device']","['Tourist Trophy', 'Gran Turismo 4']"
