Text,entities,entity_types,UniNER
"However , failure to use these safe libraries correctly can result in buffer overflows and other vulnerabilities , and naturally any bug in the library is also a potential vulnerability .",['buffer overflows'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On 28 January 2018 , it was reported that Intel shared news of the Meltdown and Spectre security vulnerabilities with Chinese technology companies , before notifying the U.S. government of the flaws .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Any function that can be used to compose and run a shell command is a potential vehicle for launching a shell injection attack .,['injection attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Self-XSS operates by tricking users also into copying and pasting malicious content into their browsers ' web developer console .,['Self-XSS'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"On August 13 , 2015 , another Stagefright vulnerability , , was published by Exodus Intelligence .",['Stagefright'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
The Hexadecimal notation for null is 00 .,['null'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Sophisticated measures known as anti-pharming are required to protect against this serious threat .,[],[],"defaultdict(<class 'list'>, {})"
BROP attacks shown by Bittau et al .,['BROP'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Wild pointers are created by omitting necessary initialization prior to first use .,['Wild pointers'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"When the user navigates to a Web page controlled by the spyware author , the page contains code which attacks the browser and forces the download and installation of spyware .","['spyware', 'spyware']","['CWE_Other', 'CWE_Other']","defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Assembly , C , and C++ are popular programming languages that are vulnerable to buffer overflow in part because they allow direct access to memory and are not strongly typed .",['buffer overflow'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"A kernel-mode rootkit variant called a bootkit can infect startup code like the Master Boot Record ( MBR ) , Volume Boot Record ( VBR ) , or boot sector , and in this way can be used to attack full disk encryption systems .",['rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Real-time protection from spyware works identically to real-time anti-virus protection : the software scans disk files at download time , and blocks the activity of components known to represent spyware .","['spyware', 'spyware']","['CWE_Other', 'CWE_Other']","defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"An off-by-one error or off-by-one bug ( known by acronyms OBOE , OBO , OB1 and OBOB ) is a logic error that involves a numerical value incorrectly bigger or smaller by one .","['off-by-one error', 'off-by-one', 'OB1', 'OBOB']","['Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In HTTP GET the CSRF exploitation is trivial , using methods described above , such as a simple hyperlink containing manipulated parameters and automatically loaded by an IMG tag .",['CSRF'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
There are three new scenarios which BROP can be relevant for .,['BROP'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"92 percent of surveyed users with spyware reported that they did not know of its presence , and 91 percent reported that they had not given permission for the installation of the spyware .","['spyware', 'spyware']","['CWE_Other', 'CWE_Other']","defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"Some spyware disables or even removes competing spyware programs , on the grounds that more spyware-related annoyances increase the likelihood that users will take action to remove the programs .","['spyware', 'spyware']","['CWE_Other', 'CWE_Other']","defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"This type of shellcode is similar to egg-hunt shellcode , but looks for multiple small blocks of data ( eggs ) and recombines them into one larger block ( the omelette ) that is subsequently executed .","['shellcode', 'shellcode']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Researchers have indicated that the Spectre vulnerability can possibly affect some Intel , AMD , and ARM processors .",['Spectre vulnerability'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"To remedy this , BROP proposers conceived stop gadgets .",['BROP'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"HTTP header injection is a relatively new area for web-based attacks , and has primarily been pioneered by Amit Klein in his work on request/response smuggling/splitting .",['HTTP header injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Gibson wrote the program MouseTrap , which his company distributes as freeware , to detect Windows Metafile vulnerability in systems running Windows and Windows emulators .",['Windows Metafile vulnerability'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Cookie hijacking is commonly used against client authentication on the internet .,['Cookie hijacking'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"SmudgeSafe is another authentication method protected from smudge attacks that uses 2-dimension image transformations to rotate , flip , or scale the image at the login screen page .",['smudge attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Among those using the Internet , 39 percent had protected their online accounts , for example by changing passwords or canceling accounts ; 29 percent believed their personal information was put at risk because of the Heartbleed bug ; and 6 percent believed their personal information had been stolen .",['Heartbleed bug'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[""Heartbleed bug""]']})"
"Downgrade attacks are often implemented as part of a Man-in-the-middle ( MITM ) attack , and may be used as a way of enabling a cryptographic attack that might not be possible otherwise .",['Downgrade attacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Malicious programmers have released a large number of rogue ( fake ) anti-spyware programs , and widely distributed Web banner ads can warn users that their computers have been infected with spyware , directing them to purchase programs which do not actually remove spyware — or else , may add more spyware of their own .","['spyware', 'spyware', 'spyware']","['CWE_Other', 'CWE_Other', 'CWE_Other']","defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"A file include vulnerability is distinct from a generic directory traversal attack , in that directory traversal is a way of gaining unauthorized file system access , and a file inclusion vulnerability subverts how an application loads code for execution .","['include vulnerability', 'file inclusion vulnerability']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Due to the recent increase in keylogging and form grabbing , antivirus companies are adding additional protection to counter the efforts of key-loggers and prevent collecting passwords .",['form grabbing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Regarding computer security , a mixed threat attack is an attack that uses several different tactics to infiltrate a computer user 's environment .",['mixed threat attack'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Cross-site request forgery , also known as one-click attack or session riding and abbreviated as CSRF ( sometimes pronounced sea-surf ) or XSRF , is a type of malicious exploit of a website or web application where unauthorized commands are submitted from a user that the web application trusts .","['Cross-site request forgery', 'session riding', 'CSRF', 'XSRF']","['Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In late July 2018 , researchers at the universities of Saarland and California revealed ret2spec ( aka "" Spectre v5 "" ) and SpectreRSB , new types of code execution vulnerabilities using the return stack buffer ( RSB ) .",['Spectre'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"FragAttacks , or fragmentation and aggregation attacks , are a group of Wi-Fi vulnerabilities discovered by security research Mathy Vanhoef .",['FragAttacks'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Some copy-protection technologies have borrowed from spyware .,['spyware'],['CWE_Other'],"defaultdict(<class 'list'>, {'CWE_Other': ['[]']})"
"The Simjacker attack does not require a SIM key , only that the SIM Card has the S @T Browser library installed on it , and that the binary messages containing the S @T Browser commands can be sent to the victim .",['Simjacker'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Return-oriented programming builds on the borrowed code chunks approach and extends it to provide Turing complete functionality to the attacker , including loops and conditional branches .",['Return-oriented programming'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
As Girling first analyzes covert channels in a network environment .,['covert channels'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Some antivirus scanners can bypass file system APIs , which are vulnerable to manipulation by a rootkit .",['rootkit'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
A possible algorithm for preventing directory traversal would be to :,['directory traversal'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"A system patched for both CVE-2014-6271 and CVE-2014-7169 will simply echo the word "" date "" and the file "" echo "" will not be created , as shown below :","['CVE-2014-6271', 'CVE-2014-7169']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
Cookie stuffing is often referred to as a blackhat online marketing technique .,['Cookie stuffing'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"Meltdown uses this technique in sequence to read every address of interest at high speed , and depending on other running processes , the result may contain passwords , encryption data , and any other sensitive information , from any address of any process that exists in its memory map .",['Meltdown'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In 2022 , the NCC Group characterized prompt injection as a new class of vulnerability of AI/ML systems .",['prompt injection'],['Wiki_Exploit'],"defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
"In 2008 , Hernan Ochoa published a tool called the "" Pass-the-Hash Toolkit "" that allowed ' pass the hash ' to be performed natively on Windows .","['Pass-the-Hash', 'pass the hash']","['Wiki_Exploit', 'Wiki_Exploit']","defaultdict(<class 'list'>, {'Wiki_Exploit': ['[]']})"
